mac,1,2,3,4,5,6,7,8,9,10,label,noise,concurrent_noise_path,synthetic
04:b1:67:ac:8d:65,-41.1,-41.3,-40.0,-41.3,-40.6,-42.9,-42.2,-39.3,-41.0,-45.8,AA,True,BA,True
76:64:61:f6:e6:14,-46.0,-47.5,-43.6,-44.3,-41.2,-44.0,-46.9,-47.4,-45.1,-44.7,BA,True,AA,True
76:64:61:f6:e6:14,-50.6,-50.1,-48.0,-44.1,-43.1,-38.9,-35.5,-43.1,-42.4,-42.6,BA,True,AA,True
04:b1:67:ac:8d:65,-58.3,-58.3,-58.2,-57.8,-56.5,-58.3,-59.3,-59.4,-64.3,-65.4,BB,True,BA,True
04:b1:67:ac:8d:65,-55.8,-55.7,-56.1,-55.4,-46.7,-49.6,-50.4,-50.8,-49.0,-50.5,BB,True,BA,True
4e:9a:ff:cd:da:f3,-41.3,-37.7,-45.9,-62.0,-60.4,-60.6,-47.8,-49.9,-42.4,-43.4,AB,True,AA,True
5c:77:76:80:95:6f,-33.5,-34.5,-34.7,-35.7,-36.1,-35.6,-34.1,-35.4,-37.3,-35.6,AA,True,BB,True
4a:ff:61:0a:f6:20,-41.2,-41.9,-43.1,-41.0,-39.0,-46.0,-46.7,-54.7,-52.4,-42.2,BB,True,AA,True
4a:ff:61:0a:f6:20,-30.2,-30.7,-33.8,-34.4,-32.7,-33.8,-34.1,-33.8,-34.4,-34.1,AA,True,AB,True
4e:9a:ff:cd:da:f3,-38.0,-39.1,-35.8,-36.7,-53.0,-52.1,-52.3,-50.6,-49.4,-49.8,AB,True,BA,True
ea:51:ae:7f:62:fa,-44.2,-36.4,-47.8,-32.9,-46.0,-57.9,-57.8,-64.7,-57.2,-61.3,AB,True,BA,True
04:b1:67:ac:8d:65,-53.6,-52.5,-54.1,-52.1,-52.6,-53.0,-54.2,-52.4,-53.1,-54.3,AB,True,BB,True
e6:53:5c:2a:e8:e2,-34.6,-34.4,-32.4,-47.1,-47.5,-48.4,-48.6,-48.9,-48.5,-48.1,AA,True,AB,True
00:be:3b:9e:7f:14,-62.1,-68.6,-62.5,-51.2,-62.9,-52.2,-44.2,-39.5,-30.8,-27.7,BA,True,BB,True
76:64:61:f6:e6:14,-52.6,-51.0,-46.4,-50.0,-51.9,-46.1,-52.1,-46.4,-56.6,-46.7,BB,True,AB,True
04:b1:67:ac:8d:65,-60.4,-52.0,-50.2,-50.8,-50.6,-52.6,-51.0,-51.1,-51.6,-50.1,BB,True,AA,True
2e:ad:62:53:35:66,-32.1,-39.0,-37.0,-36.3,-45.0,-57.2,-57.1,-63.3,-62.5,-52.1,AB,True,AA,True
76:64:61:f6:e6:14,-57.3,-40.8,-40.7,-37.2,-34.4,-44.3,-41.6,-49.1,-48.7,-45.4,AA,True,BB,True
5c:77:76:80:95:6f,-55.7,-56.8,-46.4,-48.5,-48.0,-55.2,-59.8,-59.8,-61.7,-62.0,BB,True,AB,True
56:ec:bd:68:73:0c,-44.4,-48.0,-55.4,-44.6,-46.9,-47.6,-43.9,-45.5,-44.2,-62.1,BA,True,AA,True
5c:77:76:80:95:6f,-58.0,-60.6,-60.5,-70.6,-67.9,-62.2,-62.5,-54.6,-47.8,-60.5,BB,True,AB,True
76:64:61:f6:e6:14,-37.6,-31.9,-32.6,-39.3,-38.2,-42.5,-52.0,-53.3,-55.2,-50.0,AB,True,AA,True
f6:12:7b:46:29:86,-54.8,-50.7,-54.3,-50.4,-47.7,-51.2,-48.1,-48.3,-53.1,-55.3,BB,True,BA,True
4a:ff:61:0a:f6:20,-57.0,-49.0,-49.0,-49.0,-64.0,-59.0,-59.0,-59.0,-59.0,-59.0,BB,True,BA,False
04:b1:67:ac:8d:65,-51.3,-52.9,-56.4,-55.1,-55.0,-54.4,-54.2,-54.1,-54.4,-54.7,BB,True,AA,True
4e:9a:ff:cd:da:f3,-40.3,-40.8,-39.1,-36.4,-48.3,-53.7,-52.3,-58.0,-52.9,-54.9,AB,True,AA,True
ea:51:ae:7f:62:fa,-39.5,-35.6,-41.7,-44.2,-46.4,-51.2,-58.0,-46.3,-45.0,-40.0,AA,True,BB,True
e6:53:5c:2a:e8:e2,-41.7,-37.0,-50.8,-42.8,-47.1,-38.3,-42.8,-37.0,-38.8,-42.2,AA,True,AB,True
76:64:61:f6:e6:14,-36.5,-36.9,-37.6,-49.4,-48.7,-53.6,-69.4,-59.3,-61.9,-53.2,AB,True,AA,True
76:64:61:f6:e6:14,-66.0,-39.4,-52.6,-39.2,-46.9,-32.9,-52.1,-44.4,-45.5,-53.4,AA,True,BB,True
04:b1:67:ac:8d:65,-41.2,-38.2,-40.4,-36.0,-30.8,-31.9,-30.2,-30.6,-31.2,-30.7,AA,True,AB,True
e6:53:5c:2a:e8:e2,-39.4,-40.8,-41.0,-53.4,-50.3,-50.2,-44.2,-37.3,-36.9,-41.2,BB,True,AA,True
56:ec:bd:68:73:0c,-30.4,-35.2,-35.4,-41.8,-51.1,-36.3,-30.6,-34.4,-38.5,-40.3,AA,True,BB,True
76:64:61:f6:e6:14,-49.3,-49.1,-48.8,-39.8,-36.6,-35.4,-29.1,-28.5,-44.7,-60.6,BA,False,,True
76:64:61:f6:e6:14,-46.9,-43.3,-41.4,-55.7,-64.6,-52.1,-54.5,-46.1,-54.5,-44.3,BB,True,AB,True
76:64:61:f6:e6:14,-41.7,-39.6,-43.0,-41.8,-49.9,-58.2,-55.3,-55.2,-57.9,-60.8,AB,True,AA,True
76:64:61:f6:e6:14,-60.0,-60.0,-60.0,-60.0,-60.0,-60.0,-35.0,-35.0,-35.0,-35.0,AB,True,AA,True
2e:ad:62:53:35:66,-50.1,-57.3,-51.1,-47.6,-44.3,-37.3,-36.7,-47.2,-51.4,-44.6,BA,True,AA,True
56:ec:bd:68:73:0c,-40.5,-45.6,-46.4,-41.3,-43.9,-44.8,-59.3,-59.5,-50.0,-44.7,BA,True,AA,True
76:64:61:f6:e6:14,-61.3,-53.6,-49.9,-53.6,-48.5,-48.2,-51.5,-28.8,-40.0,-39.8,BA,True,BB,True
04:b1:67:ac:8d:65,-55.5,-55.5,-65.2,-65.6,-66.3,-64.7,-65.1,-65.5,-63.7,-64.5,BB,True,BA,True
6e:7c:a5:0f:91:c6,-31.0,-32.7,-31.9,-32.1,-32.3,-53.7,-55.3,-54.7,-55.3,-55.4,AB,True,AA,True
6e:7c:a5:0f:91:c6,-53.6,-54.4,-53.3,-51.4,-56.1,-56.1,-55.0,-57.2,-55.8,-56.4,BB,True,AB,True
00:be:3b:9e:7f:14,-57.6,-44.3,-50.0,-49.1,-46.6,-57.2,-51.9,-45.3,-40.9,-50.1,AB,True,AA,True
4a:ff:61:0a:f6:20,-27.8,-30.4,-33.1,-32.1,-33.0,-28.1,-26.5,-26.9,-27.5,-29.1,AA,True,AB,True
4a:ff:61:0a:f6:20,-40.4,-40.3,-39.4,-40.7,-39.1,-41.2,-28.8,-30.4,-30.4,-30.9,AA,True,AB,True
f6:12:7b:46:29:86,-36.0,-38.7,-39.7,-40.1,-45.0,-48.9,-54.3,-45.1,-49.6,-45.4,AB,True,BB,True
4a:ff:61:0a:f6:20,-40.3,-39.8,-40.4,-42.8,-40.4,-40.8,-41.5,-39.8,-42.1,-40.5,AA,True,AB,True
04:b1:67:ac:8d:65,-40.7,-43.6,-41.8,-42.1,-41.3,-42.3,-42.0,-40.9,-41.6,-41.6,AA,True,BA,True
86:1d:1e:e5:49:5a,-46.2,-38.7,-39.9,-43.2,-40.7,-40.0,-49.7,-58.0,-58.9,-54.0,AB,True,AA,True
04:b1:67:ac:8d:65,-35.1,-36.0,-33.7,-35.4,-38.8,-36.9,-37.8,-39.2,-36.2,-39.2,AA,True,AB,True
76:64:61:f6:e6:14,-47.1,-53.3,-45.1,-45.4,-37.1,-48.2,-41.5,-39.9,-57.7,-46.7,BB,True,AB,True
04:b1:67:ac:8d:65,-57.0,-56.2,-55.2,-58.1,-66.2,-64.7,-67.1,-55.7,-51.2,-49.5,BB,True,BA,True
e6:53:5c:2a:e8:e2,-37.8,-44.3,-46.9,-51.6,-43.7,-41.4,-39.5,-44.2,-42.7,-44.2,AA,True,BA,True
f6:12:7b:46:29:86,-39.9,-45.6,-37.5,-44.1,-38.1,-40.7,-40.6,-42.8,-42.7,-43.1,AA,True,AB,True
4a:ff:61:0a:f6:20,-32.1,-32.1,-31.5,-31.0,-32.6,-31.6,-31.4,-31.5,-32.4,-33.7,BA,True,AB,True
76:64:61:f6:e6:14,-45.6,-45.1,-48.4,-46.2,-41.0,-37.3,-34.6,-35.0,-36.4,-39.6,BA,True,AA,True
e6:53:5c:2a:e8:e2,-37.1,-44.8,-47.4,-46.3,-41.2,-43.6,-42.5,-42.5,-42.0,-47.2,AA,True,AB,True
f6:12:7b:46:29:86,-49.2,-49.7,-53.4,-46.5,-52.7,-52.6,-48.5,-50.3,-53.9,-51.6,BB,True,AA,True
4e:9a:ff:cd:da:f3,-46.4,-47.5,-51.5,-48.1,-51.9,-52.7,-47.5,-49.1,-48.1,-48.9,BB,True,AB,True
04:b1:67:ac:8d:65,-30.8,-30.6,-31.2,-30.2,-31.2,-29.1,-30.4,-31.4,-33.9,-35.6,AA,True,AB,True
2e:ad:62:53:35:66,-49.4,-47.6,-52.4,-50.9,-38.0,-39.4,-43.0,-35.2,-33.4,-42.5,AA,True,BB,True
4a:ff:61:0a:f6:20,-42.0,-40.8,-41.3,-41.0,-40.9,-42.5,-41.5,-41.4,-41.1,-41.0,BA,True,AB,True
e6:53:5c:2a:e8:e2,-46.8,-46.8,-43.1,-45.5,-45.4,-46.2,-47.8,-42.1,-47.1,-42.0,BB,True,BA,True
00:be:3b:9e:7f:14,-60.0,-42.0,-47.0,-44.1,-44.1,-40.1,-40.0,-37.0,-35.0,-40.9,BA,True,BB,True
56:ec:bd:68:73:0c,-50.0,-42.0,-38.0,-35.0,-34.0,-54.0,-62.0,-56.0,-56.0,-50.0,AB,True,AA,False
e6:53:5c:2a:e8:e2,-36.2,-40.9,-41.2,-44.0,-40.0,-50.3,-61.4,-58.8,-67.4,-58.6,AB,True,BB,True
00:be:3b:9e:7f:14,-46.2,-59.4,-49.5,-32.2,-46.3,-51.9,-47.8,-51.1,-50.4,-66.5,AB,True,BA,True
e6:53:5c:2a:e8:e2,-59.0,-52.0,-55.8,-57.3,-58.9,-56.0,-58.2,-54.0,-52.7,-55.5,BB,True,BA,True
4a:ff:61:0a:f6:20,-37.8,-37.3,-37.9,-36.9,-36.8,-36.9,-37.4,-37.0,-37.3,-38.2,AA,True,BA,True
2e:ad:62:53:35:66,-60.1,-55.7,-58.0,-48.7,-49.7,-35.6,-37.0,-41.7,-45.5,-46.9,BA,True,BB,True
76:64:61:f6:e6:14,-43.5,-36.6,-38.6,-41.3,-48.7,-63.1,-55.6,-49.7,-62.8,-47.0,AB,True,AA,True
76:64:61:f6:e6:14,-41.5,-39.5,-36.0,-38.0,-42.5,-57.5,-66.5,-57.5,-50.0,-56.0,AB,False,,True
e6:53:5c:2a:e8:e2,-35.8,-43.2,-41.2,-45.5,-51.7,-57.1,-53.6,-62.2,-65.9,-60.8,AB,True,BB,True
04:b1:67:ac:8d:65,-28.6,-28.5,-29.0,-27.6,-28.3,-27.3,-27.9,-28.6,-28.3,-27.9,AB,True,BB,True
76:64:61:f6:e6:14,-39.0,-38.0,-40.0,-66.0,-57.0,-52.0,-50.0,-58.0,-54.0,-50.0,AB,True,BA,False
5c:77:76:80:95:6f,-37.0,-40.0,-31.0,-30.1,-28.1,-48.0,-66.9,-60.0,-43.0,-47.0,AB,True,AA,True
4a:ff:61:0a:f6:20,-43.0,-42.7,-43.5,-43.6,-45.7,-43.2,-42.3,-42.1,-41.2,-41.3,BB,True,AA,True
00:be:3b:9e:7f:14,-39.0,-55.0,-54.0,-56.0,-45.0,-38.0,-40.0,-48.0,-55.0,-47.0,AB,True,BA,False
56:ec:bd:68:73:0c,-38.9,-59.3,-53.6,-63.2,-53.4,-41.3,-49.3,-37.1,-36.6,-39.6,BB,True,AB,True
76:64:61:f6:e6:14,-53.7,-36.3,-35.7,-48.6,-60.4,-52.8,-55.1,-51.0,-44.8,-65.0,AB,True,BA,True
4a:ff:61:0a:f6:20,-42.3,-43.0,-41.7,-42.9,-42.7,-42.2,-41.8,-41.8,-44.7,-45.8,AA,True,BA,True
04:b1:67:ac:8d:65,-45.0,-34.0,-34.0,-34.0,-34.0,-34.1,-34.1,-34.1,-34.0,-34.0,AA,True,BA,True
2e:ad:62:53:35:66,-37.3,-51.3,-48.6,-50.8,-43.5,-40.5,-37.6,-45.3,-47.8,-44.9,AA,True,BB,True
4a:ff:61:0a:f6:20,-44.9,-46.0,-45.5,-43.0,-43.5,-42.4,-43.5,-43.5,-44.4,-41.9,BB,True,AA,True
4e:9a:ff:cd:da:f3,-40.3,-46.8,-39.2,-34.0,-45.9,-52.6,-59.9,-53.3,-52.0,-51.1,AB,True,BA,True
e6:53:5c:2a:e8:e2,-37.0,-46.0,-46.0,-43.0,-52.0,-61.0,-68.0,-60.0,-62.0,-50.0,AB,True,BB,False
76:64:61:f6:e6:14,-25.2,-36.9,-41.9,-49.8,-57.7,-51.8,-49.8,-49.8,-46.8,-44.8,AB,True,BA,True
76:64:61:f6:e6:14,-44.4,-52.5,-53.2,-44.9,-50.7,-45.8,-45.2,-58.2,-42.8,-38.9,BA,True,AA,True
e6:53:5c:2a:e8:e2,-43.0,-40.0,-48.0,-36.0,-47.0,-64.0,-57.0,-59.0,-60.0,-52.0,AB,True,BB,False
4a:ff:61:0a:f6:20,-44.8,-44.8,-44.8,-51.4,-51.4,-51.4,-51.4,-51.4,-51.4,-51.4,AB,True,BB,True
00:be:3b:9e:7f:14,-41.9,-51.9,-46.7,-60.0,-54.5,-46.2,-53.1,-45.8,-56.4,-50.6,AB,True,AA,True
4e:9a:ff:cd:da:f3,-49.7,-48.8,-47.1,-43.8,-45.3,-36.0,-47.9,-38.4,-40.8,-44.9,BA,True,AA,True
f6:12:7b:46:29:86,-51.6,-45.6,-47.7,-46.3,-49.7,-52.2,-51.8,-47.0,-41.8,-50.9,BB,True,BA,True
04:b1:67:ac:8d:65,-48.9,-50.2,-51.0,-49.8,-49.4,-46.1,-45.8,-43.9,-43.7,-44.5,BB,True,BA,True
04:b1:67:ac:8d:65,-25.6,-25.1,-25.6,-24.5,-25.4,-24.8,-26.2,-27.5,-26.9,-25.8,AA,True,BA,True
4a:ff:61:0a:f6:20,-48.8,-48.2,-47.9,-48.5,-47.9,-47.4,-47.6,-48.4,-46.8,-49.8,BB,True,AA,True
4a:ff:61:0a:f6:20,-37.8,-37.7,-37.0,-36.3,-37.1,-36.1,-36.5,-38.3,-36.9,-37.9,BB,True,AA,True
4a:ff:61:0a:f6:20,-33.7,-33.4,-33.0,-33.1,-31.4,-33.0,-33.2,-35.0,-30.8,-32.6,AA,True,AB,True
00:be:3b:9e:7f:14,-49.4,-57.1,-49.7,-54.7,-56.3,-52.2,-50.6,-38.3,-31.8,-36.4,BA,True,BB,True
00:be:3b:9e:7f:14,-43.5,-49.4,-56.4,-45.0,-52.1,-35.9,-42.8,-47.0,-47.3,-48.5,AB,True,BA,True
56:ec:bd:68:73:0c,-45.3,-45.8,-32.4,-49.5,-38.3,-52.2,-53.3,-60.9,-53.2,-56.8,AB,True,BA,True
76:64:61:f6:e6:14,-54.0,-51.0,-45.9,-46.9,-41.5,-38.8,-36.4,-43.1,-31.2,-36.0,BA,True,AA,True
e6:53:5c:2a:e8:e2,-38.6,-40.4,-38.8,-36.5,-34.6,-43.4,-34.9,-53.8,-49.1,-49.3,BB,True,AA,True
e6:53:5c:2a:e8:e2,-41.8,-28.4,-35.2,-37.6,-53.1,-43.8,-47.5,-46.8,-55.7,-52.4,AB,False,,True
f6:12:7b:46:29:86,-51.1,-46.7,-49.1,-46.2,-44.7,-46.9,-45.5,-45.7,-45.7,-47.2,AA,True,BA,True
04:b1:67:ac:8d:65,-65.2,-46.1,-47.2,-47.4,-47.3,-47.0,-46.1,-49.3,-47.5,-50.1,BB,True,AA,True
4a:ff:61:0a:f6:20,-30.3,-32.4,-30.7,-31.6,-30.8,-30.7,-31.8,-29.5,-32.7,-32.1,AA,True,AB,True
e6:53:5c:2a:e8:e2,-39.9,-43.2,-41.4,-43.0,-43.4,-41.6,-45.2,-47.5,-39.4,-41.1,AA,True,AB,True
e6:53:5c:2a:e8:e2,-45.6,-43.9,-38.7,-47.2,-41.4,-40.9,-52.4,-44.1,-38.4,-40.4,AB,True,BB,True
56:ec:bd:68:73:0c,-68.4,-41.7,-42.0,-43.6,-51.2,-42.8,-43.5,-52.1,-43.0,-32.1,BA,True,BB,True
ea:51:ae:7f:62:fa,-33.8,-47.0,-40.0,-50.6,-44.6,-54.5,-60.7,-64.8,-63.0,-54.5,AB,True,BA,True
4a:ff:61:0a:f6:20,-52.3,-59.6,-58.4,-55.2,-54.2,-56.6,-60.2,-58.3,-58.2,-60.1,BB,True,AA,True
e6:53:5c:2a:e8:e2,-32.1,-35.3,-31.5,-47.7,-40.3,-36.0,-55.7,-41.7,-39.1,-43.2,AA,True,BA,True
4a:ff:61:0a:f6:20,-58.1,-48.7,-49.1,-49.0,-64.8,-58.9,-60.1,-59.1,-58.3,-59.3,BB,True,BA,True
6e:7c:a5:0f:91:c6,-42.0,-37.0,-36.0,-38.0,-38.0,-38.0,-38.0,-44.0,-39.0,-41.0,AA,True,BB,True
00:be:3b:9e:7f:14,-49.3,-61.7,-75.0,-54.6,-48.2,-49.9,-27.9,-29.4,-31.9,-32.3,BA,True,BB,True
2e:ad:62:53:35:66,-55.1,-35.8,-50.8,-53.4,-57.3,-61.6,-61.1,-53.1,-55.8,-50.6,AB,True,BA,True
4e:9a:ff:cd:da:f3,-59.3,-48.0,-45.5,-42.4,-50.0,-41.0,-40.4,-37.2,-41.0,-48.4,BA,True,BB,True
04:b1:67:ac:8d:65,-37.7,-37.6,-33.0,-40.0,-40.0,-40.1,-40.6,-43.2,-43.0,-43.2,AA,True,BA,True
04:b1:67:ac:8d:65,-33.6,-32.3,-31.9,-31.8,-31.7,-31.9,-33.0,-33.9,-35.2,-35.4,AA,True,AB,True
6e:7c:a5:0f:91:c6,-42.3,-42.2,-44.8,-45.8,-46.3,-44.2,-44.3,-45.0,-45.1,-44.2,BB,True,AB,True
04:b1:67:ac:8d:65,-39.9,-43.4,-38.1,-35.5,-45.1,-36.4,-31.2,-37.3,-33.8,-42.5,AA,True,BA,True
e6:53:5c:2a:e8:e2,-37.8,-41.8,-46.0,-37.7,-38.7,-38.2,-44.6,-45.3,-49.0,-48.8,AA,True,BA,True
4a:ff:61:0a:f6:20,-44.4,-44.4,-44.4,-44.4,-44.4,-44.4,-44.4,-44.4,-44.4,-44.4,BB,True,AA,True
4a:ff:61:0a:f6:20,-43.4,-43.0,-42.6,-43.0,-41.7,-41.9,-43.9,-43.4,-43.7,-39.4,BA,True,AB,True
e6:53:5c:2a:e8:e2,-34.8,-45.3,-45.0,-37.3,-44.8,-37.1,-34.9,-32.7,-36.5,-55.6,AA,False,,True
e6:53:5c:2a:e8:e2,-44.2,-47.8,-42.4,-52.5,-51.0,-58.0,-47.5,-53.8,-50.7,-49.6,AA,True,AB,True
4a:ff:61:0a:f6:20,-53.7,-53.4,-53.4,-53.7,-53.9,-53.9,-54.1,-53.9,-54.1,-53.8,AB,True,BB,True
04:b1:67:ac:8d:65,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-45.0,AA,True,BA,False
f6:12:7b:46:29:86,-45.6,-44.4,-44.2,-46.9,-43.9,-45.4,-45.2,-46.6,-44.1,-46.4,AA,True,BA,True
76:64:61:f6:e6:14,-50.8,-52.3,-48.1,-55.8,-51.4,-37.1,-46.2,-53.9,-34.3,-38.1,AA,False,,True
76:64:61:f6:e6:14,-44.5,-53.9,-26.7,-42.4,-56.8,-57.2,-55.8,-63.7,-44.8,-51.1,AB,True,AA,True
4a:ff:61:0a:f6:20,-40.6,-40.6,-40.1,-39.6,-41.9,-41.5,-40.5,-41.0,-39.8,-41.2,BA,True,AB,True
56:ec:bd:68:73:0c,-37.0,-37.9,-37.4,-40.5,-39.2,-56.1,-48.0,-36.0,-32.3,-29.3,AA,True,BB,True
2e:ad:62:53:35:66,-40.4,-41.4,-42.1,-52.6,-49.9,-61.0,-56.3,-61.2,-67.2,-53.7,AB,True,AA,True
4a:ff:61:0a:f6:20,-53.3,-53.2,-53.2,-53.2,-52.9,-51.5,-49.8,-49.4,-50.0,-49.5,BB,True,BA,True
76:64:61:f6:e6:14,-50.1,-48.3,-50.6,-61.1,-53.2,-54.2,-43.5,-44.0,-55.7,-50.9,BB,False,,True
04:b1:67:ac:8d:65,-34.6,-33.0,-34.5,-34.4,-33.7,-34.4,-32.9,-32.4,-34.9,-33.4,BA,True,AB,True
56:ec:bd:68:73:0c,-54.9,-43.1,-46.9,-46.4,-47.6,-34.5,-45.4,-50.0,-43.2,-40.1,BA,True,AA,True
76:64:61:f6:e6:14,-32.5,-46.6,-39.6,-51.0,-64.2,-53.8,-50.0,-53.8,-44.2,-45.2,AB,True,BA,True
04:b1:67:ac:8d:65,-51.2,-52.4,-51.9,-51.4,-42.6,-42.5,-43.9,-45.2,-43.6,-42.3,BB,True,BA,True
e6:53:5c:2a:e8:e2,-51.2,-48.2,-45.1,-45.1,-39.0,-42.1,-37.5,-44.4,-40.6,-42.1,BA,True,AB,True
76:64:61:f6:e6:14,-33.4,-41.6,-47.6,-52.5,-51.4,-48.4,-50.1,-46.0,-46.5,-41.9,AB,True,BA,True
f6:12:7b:46:29:86,-45.0,-48.1,-47.8,-46.9,-51.4,-47.1,-43.2,-58.6,-41.0,-46.3,BB,True,BA,True
e6:53:5c:2a:e8:e2,-50.1,-51.5,-57.4,-54.2,-53.5,-63.1,-55.3,-53.8,-52.4,-56.5,BB,True,BA,True
04:b1:67:ac:8d:65,-54.9,-55.9,-39.9,-37.9,-38.4,-38.5,-38.4,-39.5,-37.8,-40.5,AB,True,BB,True
76:64:61:f6:e6:14,-37.0,-38.0,-39.0,-49.0,-49.0,-52.0,-70.0,-59.0,-62.0,-54.0,AB,True,AA,False
e6:53:5c:2a:e8:e2,-43.2,-42.1,-48.6,-50.1,-35.8,-44.1,-41.9,-36.2,-50.9,-40.2,BA,False,,True
e6:53:5c:2a:e8:e2,-35.3,-37.3,-46.7,-50.7,-41.7,-55.9,-44.4,-37.6,-45.6,-52.9,AB,True,BB,True
76:64:61:f6:e6:14,-51.3,-47.4,-44.4,-44.4,-43.4,-40.9,-45.4,-47.6,-55.6,-66.6,BB,True,AB,True
04:b1:67:ac:8d:65,-63.4,-60.9,-63.7,-63.6,-62.7,-63.8,-64.2,-62.5,-64.7,-62.8,AB,True,BB,True
76:64:61:f6:e6:14,-46.9,-48.9,-44.0,-45.9,-44.0,-41.0,-37.0,-44.9,-41.0,-40.0,BA,True,AA,True
4a:ff:61:0a:f6:20,-38.1,-39.5,-37.5,-37.4,-37.2,-38.7,-37.7,-38.1,-37.8,-38.4,BA,True,AB,True
56:ec:bd:68:73:0c,-34.0,-58.7,-44.0,-40.4,-50.4,-31.8,-38.2,-38.2,-32.7,-31.8,AA,True,BB,True
04:b1:67:ac:8d:65,-39.3,-45.3,-48.3,-46.5,-54.9,-38.3,-49.4,-40.8,-45.9,-56.8,BA,True,AB,True
2e:ad:62:53:35:66,-41.3,-43.1,-44.3,-51.8,-50.3,-61.2,-55.6,-59.1,-66.5,-52.2,AB,True,AA,True
04:b1:67:ac:8d:65,-37.0,-36.9,-36.0,-40.5,-35.2,-38.7,-38.6,-36.8,-37.6,-35.0,AA,True,AB,True
04:b1:67:ac:8d:65,-64.2,-65.7,-64.5,-65.5,-64.9,-64.5,-65.4,-64.8,-70.7,-64.1,BB,True,AA,True
04:b1:67:ac:8d:65,-38.2,-38.2,-37.1,-36.9,-39.2,-37.0,-38.2,-36.6,-36.9,-35.9,AA,True,AB,True
e6:53:5c:2a:e8:e2,-60.6,-59.5,-58.4,-57.0,-62.5,-55.2,-53.5,-52.1,-58.8,-58.5,BB,True,AA,True
04:b1:67:ac:8d:65,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,BB,True,AA,False
76:64:61:f6:e6:14,-49.9,-51.5,-50.8,-52.0,-47.0,-50.7,-46.7,-51.2,-49.7,-50.8,BB,True,AB,True
04:b1:67:ac:8d:65,-33.8,-33.8,-33.9,-32.8,-35.1,-34.6,-35.9,-34.2,-36.4,-35.8,AA,True,BA,True
76:64:61:f6:e6:14,-26.6,-39.6,-41.1,-48.9,-46.4,-45.1,-39.3,-41.5,-39.6,-40.2,AA,True,BB,True
e6:53:5c:2a:e8:e2,-53.2,-48.7,-71.8,-53.5,-46.8,-52.1,-62.5,-43.3,-41.7,-60.4,BB,True,BA,True
f6:12:7b:46:29:86,-45.2,-48.5,-47.8,-49.2,-48.9,-47.9,-46.9,-40.4,-44.2,-42.4,AA,True,BA,True
76:64:61:f6:e6:14,-36.9,-36.9,-37.0,-38.2,-41.0,-41.0,-40.6,-40.4,-67.6,-67.6,AB,True,BA,True
6e:7c:a5:0f:91:c6,-35.5,-35.5,-34.1,-40.1,-40.7,-41.5,-42.5,-42.2,-43.0,-40.7,AB,True,AA,True
04:b1:67:ac:8d:65,-43.3,-42.8,-34.5,-33.6,-34.4,-34.4,-34.3,-35.6,-34.2,-33.7,AA,True,AB,True
04:b1:67:ac:8d:65,-41.2,-40.7,-41.6,-39.3,-40.7,-42.3,-41.5,-40.9,-41.3,-40.6,AA,True,AB,True
04:b1:67:ac:8d:65,-45.5,-38.1,-37.9,-41.0,-43.9,-40.1,-42.2,-44.7,-44.9,-43.8,AA,True,BA,True
56:ec:bd:68:73:0c,-36.8,-50.2,-44.6,-50.6,-37.5,-45.2,-42.9,-40.1,-54.4,-47.9,BB,True,AB,True
76:64:61:f6:e6:14,-49.6,-36.3,-28.3,-29.1,-53.2,-67.3,-55.5,-64.3,-68.7,-59.5,AB,False,,True
00:be:3b:9e:7f:14,-42.5,-59.1,-61.7,-67.1,-55.7,-56.6,-68.9,-41.0,-29.5,-26.7,BA,True,BB,True
04:b1:67:ac:8d:65,-40.5,-40.7,-40.3,-42.8,-42.4,-39.8,-40.5,-40.8,-40.9,-41.0,AA,True,AB,True
e6:53:5c:2a:e8:e2,-36.5,-41.4,-39.9,-51.8,-52.3,-52.0,-63.5,-60.6,-56.3,-58.4,AB,True,BB,True
2e:ad:62:53:35:66,-55.3,-51.0,-51.1,-60.0,-61.3,-49.7,-59.5,-59.3,-57.6,-55.4,BB,True,AB,True
4a:ff:61:0a:f6:20,-30.0,-30.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,AA,True,AB,False
ea:51:ae:7f:62:fa,-51.0,-54.0,-52.0,-53.0,-54.0,-50.0,-46.0,-41.0,-52.0,-52.0,BA,True,BB,False
04:b1:67:ac:8d:65,-28.8,-28.1,-28.3,-28.1,-28.0,-29.1,-27.5,-28.4,-29.8,-29.5,AA,True,BA,True
86:1d:1e:e5:49:5a,-53.8,-38.4,-39.6,-37.3,-49.1,-56.3,-55.4,-58.9,-56.4,-59.7,AB,True,AA,True
76:64:61:f6:e6:14,-36.2,-33.2,-31.1,-53.3,-57.9,-56.5,-62.5,-54.2,-53.4,-51.0,AB,True,BA,True
e6:53:5c:2a:e8:e2,-41.3,-41.9,-42.3,-41.5,-42.5,-42.1,-41.1,-42.5,-41.7,-41.8,BB,True,AA,True
4e:9a:ff:cd:da:f3,-44.9,-53.4,-44.6,-52.3,-48.4,-50.2,-45.9,-49.8,-49.6,-40.6,BA,True,AA,True
