mac,1,2,3,4,5,6,7,8,9,10,label,noise,concurrent_noise_path,synthetic
e6:53:5c:2a:e8:e2,-51.0,-49.0,-47.0,-47.0,-39.0,-38.0,-45.0,-48.0,-50.0,-41.0,BA,False,,False
e6:53:5c:2a:e8:e2,-38.0,-36.5,-38.8,-42.6,-44.1,-42.6,-41.1,-40.3,-44.9,-41.9,BA,True,AB,True
2e:ad:62:53:35:66,-46.2,-44.5,-43.6,-45.3,-42.7,-42.7,-49.7,-46.2,-42.7,-43.6,AA,True,BB,True
2e:ad:62:53:35:66,-47.8,-46.8,-45.7,-50.6,-57.0,-57.0,-52.4,-53.5,-52.1,-53.8,AB,True,AA,True
e6:53:5c:2a:e8:e2,-47.0,-47.0,-39.0,-36.0,-45.0,-46.0,-54.0,-54.0,-48.0,-44.0,AB,True,BB,False
4a:ff:61:0a:f6:20,-49.5,-49.2,-48.4,-48.7,-48.3,-49.3,-47.8,-48.5,-48.9,-48.5,BA,True,AB,True
76:64:61:f6:e6:14,-50.2,-39.8,-52.6,-41.9,-42.2,-40.7,-37.0,-37.0,-50.5,-47.6,BA,False,,True
76:64:61:f6:e6:14,-50.0,-51.4,-50.6,-43.2,-42.0,-42.4,-26.3,-44.8,-40.4,-60.4,BA,False,,True
76:64:61:f6:e6:14,-38.0,-39.1,-37.5,-46.6,-52.3,-60.6,-59.6,-56.6,-56.7,-54.5,AB,True,BA,True
04:b1:67:ac:8d:65,-54.3,-54.3,-54.3,-54.3,-54.3,-54.3,-54.3,-54.3,-54.3,-54.9,BB,True,AA,True
04:b1:67:ac:8d:65,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,BA,True,AB,False
76:64:61:f6:e6:14,-39.9,-39.4,-47.2,-45.2,-45.4,-43.9,-62.4,-41.7,-51.5,-46.1,BB,True,AB,True
86:1d:1e:e5:49:5a,-40.7,-35.4,-42.3,-48.0,-57.5,-61.0,-61.7,-60.7,-57.5,-57.8,AB,True,AA,True
e6:53:5c:2a:e8:e2,-34.1,-30.3,-32.1,-34.6,-33.5,-37.9,-42.5,-43.6,-42.9,-37.9,AA,True,BA,True
e6:53:5c:2a:e8:e2,-38.2,-40.6,-39.2,-40.3,-36.1,-28.1,-32.3,-26.7,-34.1,-34.5,BA,True,AB,True
2e:ad:62:53:35:66,-39.0,-43.0,-44.0,-49.0,-53.0,-59.0,-57.0,-60.0,-56.0,-64.0,AB,True,AA,False
76:64:61:f6:e6:14,-54.6,-54.4,-44.4,-57.0,-52.6,-56.6,-50.8,-52.8,-53.4,-51.8,BB,False,,True
e6:53:5c:2a:e8:e2,-59.8,-58.9,-62.2,-60.8,-65.3,-69.2,-68.2,-61.7,-65.8,-54.1,BB,True,AA,True
ea:51:ae:7f:62:fa,-39.5,-33.3,-52.3,-50.6,-46.4,-45.8,-52.2,-50.9,-45.3,-44.2,AA,True,BB,True
76:64:61:f6:e6:14,-38.8,-38.1,-38.7,-40.8,-43.0,-52.4,-51.5,-57.9,-54.1,-55.2,AB,True,AA,True
76:64:61:f6:e6:14,-45.9,-48.7,-46.0,-40.6,-23.8,-36.3,-46.6,-52.6,-52.2,-45.3,BA,False,,True
76:64:61:f6:e6:14,-47.5,-40.9,-42.0,-28.4,-35.9,-48.7,-40.3,-24.0,-30.7,-56.6,AA,False,,True
76:64:61:f6:e6:14,-31.0,-35.9,-39.0,-39.8,-42.6,-41.0,-41.2,-38.2,-33.5,-34.2,AA,True,BB,True
2e:ad:62:53:35:66,-53.6,-55.3,-55.8,-57.2,-57.4,-57.1,-57.2,-55.8,-56.7,-56.5,AB,True,BA,True
76:64:61:f6:e6:14,-44.0,-34.0,-28.0,-40.0,-56.0,-65.0,-53.0,-58.0,-49.0,-52.0,AB,True,AA,False
76:64:61:f6:e6:14,-28.8,-32.8,-40.2,-41.2,-37.6,-40.3,-32.1,-33.6,-35.5,-39.0,AA,True,BB,True
04:b1:67:ac:8d:65,-40.0,-40.8,-39.3,-38.6,-40.7,-40.0,-39.1,-39.9,-41.4,-39.6,BA,True,AB,True
76:64:61:f6:e6:14,-33.8,-35.4,-37.6,-37.1,-36.9,-37.1,-37.1,-37.0,-36.9,-37.2,AA,True,BB,True
86:1d:1e:e5:49:5a,-40.2,-48.9,-34.9,-36.5,-36.4,-59.7,-56.3,-58.4,-69.1,-62.4,AB,True,AA,True
76:64:61:f6:e6:14,-47.6,-38.2,-43.2,-47.7,-39.0,-44.3,-43.1,-62.0,-46.2,-41.2,AA,True,BB,True
e6:53:5c:2a:e8:e2,-35.9,-38.4,-43.6,-47.3,-49.6,-40.4,-45.6,-36.7,-37.5,-35.3,AA,True,BA,True
56:ec:bd:68:73:0c,-32.3,-39.9,-47.2,-35.4,-46.9,-40.0,-40.9,-40.6,-35.3,-33.1,AA,True,BB,True
04:b1:67:ac:8d:65,-55.3,-53.5,-51.4,-53.1,-48.7,-60.9,-48.2,-52.8,-50.7,-51.0,BB,True,AA,True
04:b1:67:ac:8d:65,-66.9,-60.8,-62.9,-53.4,-61.5,-56.7,-60.9,-55.0,-57.7,-56.1,BA,True,AB,True
76:64:61:f6:e6:14,-49.5,-44.9,-44.2,-43.2,-39.1,-37.9,-45.7,-46.4,-43.4,-44.1,BA,True,AA,True
2e:ad:62:53:35:66,-55.0,-55.0,-58.0,-50.0,-48.0,-48.0,-45.0,-36.0,-44.0,-40.0,BA,True,BB,False
e6:53:5c:2a:e8:e2,-38.0,-43.0,-42.0,-46.0,-58.0,-62.0,-66.0,-64.0,-65.0,-56.0,AB,True,BB,False
04:b1:67:ac:8d:65,-48.2,-44.3,-42.4,-49.4,-54.6,-50.1,-52.6,-55.8,-50.1,-48.2,BB,True,AA,True
04:b1:67:ac:8d:65,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,-31.0,AA,True,BA,False
4a:ff:61:0a:f6:20,-32.9,-33.2,-33.5,-33.0,-58.4,-58.1,-57.7,-58.3,-58.2,-58.1,AA,True,AB,True
e6:53:5c:2a:e8:e2,-36.4,-28.6,-46.9,-47.9,-38.1,-40.1,-54.1,-48.0,-48.6,-45.5,AB,False,,True
04:b1:67:ac:8d:65,-39.7,-45.2,-45.2,-45.9,-45.9,-46.3,-45.6,-45.6,-45.6,-45.6,AA,True,AB,True
04:b1:67:ac:8d:65,-56.7,-54.7,-55.6,-56.6,-57.4,-56.5,-56.3,-56.5,-54.0,-57.3,BB,True,BA,True
e6:53:5c:2a:e8:e2,-39.6,-40.1,-46.2,-39.4,-37.6,-38.3,-45.3,-44.8,-47.6,-48.5,AA,True,BA,True
76:64:61:f6:e6:14,-45.3,-34.3,-28.6,-40.5,-55.5,-64.8,-52.6,-58.1,-48.4,-52.0,AB,True,AA,True
76:64:61:f6:e6:14,-49.3,-38.8,-40.5,-45.9,-36.9,-44.0,-43.7,-39.9,-44.4,-40.5,BA,True,AA,True
2e:ad:62:53:35:66,-59.2,-60.3,-59.3,-57.2,-54.4,-53.6,-43.4,-41.4,-40.2,-52.0,BA,True,AA,True
76:64:61:f6:e6:14,-40.5,-43.8,-28.0,-31.2,-42.4,-53.6,-60.2,-64.5,-63.4,-52.5,AB,False,,True
e6:53:5c:2a:e8:e2,-50.7,-49.6,-36.1,-46.0,-66.6,-46.1,-46.0,-62.7,-45.1,-42.3,AB,False,,True
4a:ff:61:0a:f6:20,-37.5,-37.9,-43.0,-43.8,-44.5,-43.8,-45.2,-45.8,-39.5,-39.2,BB,True,BA,True
e6:53:5c:2a:e8:e2,-44.2,-41.3,-46.2,-48.6,-48.1,-53.0,-49.6,-51.0,-53.0,-56.9,AB,False,,True
04:b1:67:ac:8d:65,-45.7,-52.2,-50.9,-50.7,-51.2,-49.9,-51.1,-49.3,-50.4,-50.8,BB,True,BA,True
76:64:61:f6:e6:14,-63.7,-44.0,-48.3,-48.9,-40.8,-42.4,-28.7,-40.2,-42.9,-44.8,BA,False,,True
4a:ff:61:0a:f6:20,-52.8,-52.2,-50.2,-51.0,-50.0,-51.6,-52.9,-48.9,-50.8,-50.4,BB,True,AA,True
e6:53:5c:2a:e8:e2,-46.3,-58.1,-38.7,-37.4,-32.7,-35.1,-35.6,-43.9,-47.2,-43.8,BA,True,AB,True
e6:53:5c:2a:e8:e2,-40.0,-43.0,-38.0,-51.0,-53.0,-58.0,-44.0,-60.0,-51.0,-54.0,AB,True,BB,False
e6:53:5c:2a:e8:e2,-53.6,-55.4,-64.5,-56.4,-56.9,-51.1,-57.0,-62.7,-58.0,-60.3,AA,False,,True
04:b1:67:ac:8d:65,-33.7,-33.2,-33.5,-33.8,-38.7,-40.0,-38.7,-38.7,-41.0,-37.0,AA,True,BA,True
76:64:61:f6:e6:14,-42.0,-45.0,-45.0,-41.0,-48.0,-44.0,-46.0,-42.0,-57.0,-46.0,BA,False,,True
e6:53:5c:2a:e8:e2,-52.0,-50.0,-51.0,-52.0,-56.0,-54.0,-49.0,-53.0,-55.0,-57.0,BB,True,BA,False
e6:53:5c:2a:e8:e2,-52.0,-50.0,-47.0,-50.0,-48.0,-55.0,-53.0,-52.0,-53.0,-57.0,BB,True,AA,False
e6:53:5c:2a:e8:e2,-52.0,-51.6,-51.4,-51.6,-50.8,-41.0,-42.1,-40.1,-41.2,-40.6,AA,True,AB,True
76:64:61:f6:e6:14,-51.2,-47.7,-48.1,-40.5,-41.1,-39.8,-50.2,-44.9,-36.5,-32.7,AA,False,,True
76:64:61:f6:e6:14,-38.1,-45.2,-36.4,-44.9,-55.8,-49.6,-45.2,-47.5,-58.6,-47.3,AB,True,BA,True
86:1d:1e:e5:49:5a,-40.3,-38.0,-41.3,-45.1,-31.5,-47.9,-66.2,-56.3,-63.4,-55.9,AB,True,AA,True
76:64:61:f6:e6:14,-42.0,-32.6,-39.7,-41.5,-44.9,-56.8,-57.5,-44.8,-49.9,-55.7,AB,True,AA,True
e6:53:5c:2a:e8:e2,-56.8,-56.7,-56.7,-56.7,-56.7,-56.7,-56.7,-56.7,-56.7,-56.7,BB,True,AA,True
2e:ad:62:53:35:66,-39.2,-37.9,-52.8,-54.4,-56.2,-59.5,-56.1,-54.6,-51.9,-52.9,AB,True,BA,True
56:ec:bd:68:73:0c,-39.1,-53.9,-56.9,-55.9,-59.8,-50.9,-55.9,-40.1,-37.1,-38.2,BB,True,AB,True
04:b1:67:ac:8d:65,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,-57.0,AB,True,BB,False
56:ec:bd:68:73:0c,-32.0,-37.0,-35.0,-46.0,-50.0,-48.0,-65.0,-40.0,-31.0,-34.0,AA,True,BB,False
e6:53:5c:2a:e8:e2,-40.1,-44.5,-38.4,-39.0,-44.0,-39.6,-35.1,-36.8,-32.9,-45.6,BA,True,AB,True
e6:53:5c:2a:e8:e2,-46.5,-53.6,-39.3,-41.1,-41.1,-44.7,-38.4,-42.9,-41.1,-39.7,BB,True,AA,True
ea:51:ae:7f:62:fa,-67.6,-57.8,-55.1,-53.8,-53.6,-53.9,-52.3,-40.7,-49.6,-49.2,BA,True,AA,True
e6:53:5c:2a:e8:e2,-64.7,-57.7,-61.2,-45.7,-47.1,-44.1,-45.6,-52.5,-48.1,-50.9,BA,True,AB,True
56:ec:bd:68:73:0c,-35.7,-41.0,-44.2,-36.0,-43.5,-37.4,-40.3,-40.2,-39.7,-29.6,AA,True,BB,True
ea:51:ae:7f:62:fa,-36.5,-38.2,-36.6,-47.1,-43.2,-50.1,-60.0,-60.5,-61.2,-61.3,AB,True,BA,True
76:64:61:f6:e6:14,-33.7,-36.0,-36.1,-48.1,-55.6,-59.0,-53.5,-61.8,-49.8,-50.8,AB,True,AA,True
e6:53:5c:2a:e8:e2,-53.0,-55.6,-55.3,-50.6,-49.6,-52.3,-55.7,-51.2,-52.3,-50.4,BB,True,BA,True
e6:53:5c:2a:e8:e2,-46.6,-48.6,-42.2,-43.2,-38.2,-32.7,-39.5,-46.8,-48.4,-68.1,BA,True,AB,True
76:64:61:f6:e6:14,-33.8,-28.9,-43.1,-36.0,-41.0,-51.8,-58.2,-52.5,-60.6,-47.5,AB,True,AA,True
04:b1:67:ac:8d:65,-42.5,-42.5,-41.2,-41.9,-42.2,-40.5,-41.5,-42.2,-42.5,-40.9,BA,True,AB,True
56:ec:bd:68:73:0c,-39.2,-42.2,-34.1,-41.3,-58.8,-54.4,-57.3,-51.8,-52.5,-45.4,AB,True,BA,True
76:64:61:f6:e6:14,-47.0,-44.0,-45.0,-49.0,-48.0,-46.0,-50.0,-52.0,-49.0,-46.0,BB,True,AB,False
76:64:61:f6:e6:14,-28.0,-37.0,-34.1,-38.0,-35.0,-37.0,-36.0,-35.1,-32.1,-33.1,AA,True,BB,True
56:ec:bd:68:73:0c,-57.0,-47.0,-47.0,-58.0,-57.0,-55.0,-57.0,-41.0,-46.0,-60.0,BA,True,BB,True
e6:53:5c:2a:e8:e2,-40.0,-45.0,-44.0,-41.0,-46.0,-43.0,-45.0,-46.0,-46.0,-51.0,AA,True,BA,False
e6:53:5c:2a:e8:e2,-42.3,-36.2,-33.5,-50.0,-35.1,-32.1,-35.7,-28.9,-33.8,-32.5,AA,True,AB,True
ea:51:ae:7f:62:fa,-59.0,-60.0,-58.0,-54.0,-48.0,-42.0,-47.0,-56.0,-56.0,-54.0,BA,True,AA,False
e6:53:5c:2a:e8:e2,-41.2,-46.6,-46.0,-40.7,-51.2,-40.9,-38.2,-36.8,-41.5,-55.2,AA,False,,True
76:64:61:f6:e6:14,-46.0,-51.0,-47.0,-43.0,-48.0,-44.0,-48.0,-51.0,-49.0,-48.0,BB,True,AB,False
e6:53:5c:2a:e8:e2,-36.7,-38.6,-39.5,-46.1,-44.9,-53.8,-60.9,-60.4,-61.1,-63.9,AB,True,BB,True
2e:ad:62:53:35:66,-37.0,-38.0,-39.0,-43.0,-34.0,-36.0,-33.0,-38.0,-31.0,-31.0,AA,True,BB,False
04:b1:67:ac:8d:65,-61.0,-61.0,-66.0,-51.0,-53.0,-55.0,-60.0,-62.0,-49.0,-55.0,BA,True,AB,False
76:64:61:f6:e6:14,-54.0,-46.6,-51.8,-37.5,-39.3,-43.5,-42.8,-28.3,-33.5,-63.4,AA,False,,True
76:64:61:f6:e6:14,-39.7,-39.8,-32.2,-48.3,-53.5,-60.4,-54.9,-63.5,-53.4,-49.6,AB,True,AA,True
76:64:61:f6:e6:14,-55.0,-53.0,-49.0,-46.0,-50.0,-49.0,-48.0,-45.0,-49.0,-41.0,BB,True,AB,False
76:64:61:f6:e6:14,-47.0,-49.0,-48.0,-58.0,-48.0,-45.0,-34.0,-39.0,-36.0,-37.0,AA,False,,False
e6:53:5c:2a:e8:e2,-40.2,-44.1,-38.1,-47.2,-36.1,-40.6,-41.5,-36.7,-40.2,-44.5,AA,True,AB,True
e6:53:5c:2a:e8:e2,-51.0,-55.0,-44.0,-44.0,-57.0,-55.0,-51.0,-64.0,-58.0,-51.0,BB,True,BA,False
2e:ad:62:53:35:66,-37.3,-43.5,-37.5,-44.9,-54.2,-55.9,-62.6,-60.6,-65.3,-64.3,AB,True,AA,True
e6:53:5c:2a:e8:e2,-48.7,-36.8,-40.9,-45.7,-58.6,-60.4,-62.6,-60.3,-59.1,-57.3,AB,True,BB,True
76:64:61:f6:e6:14,-33.0,-36.1,-30.7,-33.8,-33.0,-33.0,-33.8,-36.9,-34.9,-31.0,AA,True,BB,True
e6:53:5c:2a:e8:e2,-40.8,-39.9,-38.0,-39.9,-55.5,-53.7,-66.6,-59.2,-56.4,-51.8,AB,True,BB,True
e6:53:5c:2a:e8:e2,-44.6,-47.3,-46.9,-50.3,-48.1,-47.6,-47.6,-52.2,-43.9,-45.4,AA,True,BA,True
04:b1:67:ac:8d:65,-51.6,-51.6,-51.6,-53.5,-53.5,-53.5,-53.5,-53.5,-53.0,-53.0,BA,True,AB,True
e6:53:5c:2a:e8:e2,-53.6,-49.4,-48.2,-53.4,-43.5,-41.2,-43.3,-49.2,-38.4,-40.3,BA,True,AB,True
e6:53:5c:2a:e8:e2,-43.0,-45.0,-51.0,-45.0,-43.0,-40.0,-57.0,-46.0,-50.0,-43.0,BA,False,,False
04:b1:67:ac:8d:65,-56.7,-57.4,-56.3,-57.7,-56.5,-56.8,-56.5,-56.1,-57.4,-57.5,AB,True,BB,True
76:64:61:f6:e6:14,-29.8,-32.7,-33.7,-38.8,-34.6,-35.8,-31.9,-31.6,-31.6,-34.8,AA,True,BB,True
4a:ff:61:0a:f6:20,-57.0,-57.0,-39.0,-44.0,-44.0,-44.0,-44.0,-44.0,-33.0,-33.0,AB,True,BB,False
04:b1:67:ac:8d:65,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-33.0,-33.0,-31.0,AA,True,BA,False
04:b1:67:ac:8d:65,-33.1,-32.4,-52.0,-51.6,-52.7,-51.3,-29.1,-41.4,-40.5,-40.8,BA,True,AB,True
4a:ff:61:0a:f6:20,-58.7,-57.6,-58.0,-59.0,-58.4,-57.5,-57.1,-58.7,-58.9,-56.4,AB,True,BB,True
76:64:61:f6:e6:14,-47.7,-44.9,-50.2,-51.0,-51.3,-56.6,-56.4,-57.4,-54.5,-61.1,BB,False,,True
04:b1:67:ac:8d:65,-36.0,-36.0,-34.0,-39.0,-39.0,-39.0,-38.0,-38.0,-38.0,-38.0,AA,True,BA,False
04:b1:67:ac:8d:65,-54.1,-54.0,-54.6,-53.1,-51.8,-52.4,-52.4,-52.1,-52.0,-52.0,BB,True,AA,True
2e:ad:62:53:35:66,-21.4,-32.7,-35.5,-49.9,-32.7,-55.1,-55.0,-57.0,-63.6,-48.9,AB,True,AA,True
76:64:61:f6:e6:14,-41.9,-42.3,-39.1,-49.3,-58.7,-66.5,-59.4,-57.9,-60.9,-53.1,AB,True,BA,True
76:64:61:f6:e6:14,-46.2,-47.2,-52.5,-63.3,-49.0,-40.8,-61.2,-42.9,-47.1,-42.4,BA,True,AA,True
4a:ff:61:0a:f6:20,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-49.0,-48.0,BB,True,BA,False
4a:ff:61:0a:f6:20,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-35.0,-52.0,-52.0,-52.0,AA,True,BA,False
76:64:61:f6:e6:14,-57.0,-58.0,-45.8,-58.9,-56.6,-62.4,-44.2,-50.8,-55.4,-43.1,BB,False,,True
76:64:61:f6:e6:14,-36.5,-37.4,-37.9,-48.2,-49.5,-52.3,-69.3,-58.7,-62.0,-54.7,AB,True,AA,True
76:64:61:f6:e6:14,-43.4,-48.7,-43.7,-50.9,-46.8,-51.0,-41.1,-40.1,-65.6,-39.7,BA,True,AA,True
e6:53:5c:2a:e8:e2,-46.1,-50.8,-50.5,-45.1,-43.5,-42.7,-39.9,-36.1,-39.4,-39.2,AA,True,BA,True
04:b1:67:ac:8d:65,-40.2,-39.3,-40.2,-39.2,-39.1,-37.7,-38.4,-40.0,-40.5,-38.6,AA,True,AB,True
56:ec:bd:68:73:0c,-47.0,-54.8,-47.8,-48.6,-50.9,-54.0,-61.0,-46.3,-47.0,-47.0,BB,True,AB,True
04:b1:67:ac:8d:65,-50.2,-50.0,-50.5,-49.5,-50.0,-48.4,-50.3,-50.1,-50.3,-48.5,AB,True,BB,True
04:b1:67:ac:8d:65,-55.2,-53.8,-54.6,-56.0,-54.1,-55.7,-54.4,-56.6,-50.5,-54.5,BB,True,AA,True
04:b1:67:ac:8d:65,-36.0,-45.8,-46.2,-36.3,-35.2,-37.6,-35.6,-36.4,-37.5,-36.8,AB,True,BB,True
e6:53:5c:2a:e8:e2,-33.7,-47.3,-46.0,-49.9,-45.2,-48.2,-49.5,-54.5,-42.0,-48.5,AA,False,,True
76:64:61:f6:e6:14,-48.7,-44.5,-47.2,-48.2,-50.3,-48.5,-50.5,-49.3,-57.4,-46.2,BB,True,AB,True
56:ec:bd:68:73:0c,-63.3,-49.9,-48.3,-47.2,-49.3,-52.1,-45.9,-52.6,-48.4,-37.5,BA,True,BB,True
76:64:61:f6:e6:14,-48.4,-42.2,-40.4,-35.3,-42.0,-57.4,-60.3,-69.3,-59.7,-47.1,AB,False,,True
2e:ad:62:53:35:66,-62.0,-54.0,-57.0,-54.0,-54.0,-63.0,-61.0,-56.0,-57.0,-60.0,BB,True,AB,False
04:b1:67:ac:8d:65,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,-46.0,BB,True,BA,False
76:64:61:f6:e6:14,-40.8,-39.6,-38.1,-34.5,-52.8,-51.5,-63.0,-53.7,-62.0,-46.6,AB,False,,True
86:1d:1e:e5:49:5a,-44.0,-37.0,-40.0,-42.0,-54.0,-60.0,-59.0,-60.0,-61.0,-59.0,AB,True,AA,False
e6:53:5c:2a:e8:e2,-43.0,-36.0,-38.0,-42.0,-49.0,-49.0,-43.0,-46.0,-48.0,-46.0,AA,True,AB,True
2e:ad:62:53:35:66,-48.0,-46.0,-39.0,-49.0,-53.0,-39.0,-39.0,-38.0,-43.0,-39.0,AA,True,BB,False
e6:53:5c:2a:e8:e2,-47.8,-56.2,-52.2,-57.5,-39.7,-48.1,-51.6,-51.2,-35.9,-31.8,BA,True,AB,True
e6:53:5c:2a:e8:e2,-35.9,-31.7,-47.4,-45.0,-47.9,-54.1,-63.8,-42.1,-41.0,-39.1,AB,True,BB,True
04:b1:67:ac:8d:65,-58.7,-58.4,-58.9,-59.4,-57.7,-59.4,-58.4,-54.0,-54.1,-53.5,BB,True,AA,True
e6:53:5c:2a:e8:e2,-45.8,-47.3,-58.3,-55.6,-49.2,-52.7,-59.0,-47.2,-49.5,-55.5,BB,True,AA,True
76:64:61:f6:e6:14,-46.7,-41.4,-47.0,-39.5,-47.9,-47.6,-51.3,-50.2,-45.5,-51.3,BA,True,BB,True
e6:53:5c:2a:e8:e2,-54.0,-56.0,-57.0,-62.0,-57.0,-55.0,-59.0,-55.0,-59.0,-54.0,BB,True,AA,False
76:64:61:f6:e6:14,-51.0,-45.0,-44.0,-44.0,-45.0,-41.0,-34.0,-35.0,-38.0,-37.0,BA,True,AA,False
76:64:61:f6:e6:14,-32.6,-35.0,-32.9,-36.0,-33.1,-39.7,-39.1,-34.2,-35.4,-27.3,AA,True,BB,True
4a:ff:61:0a:f6:20,-41.0,-42.0,-42.0,-42.0,-38.0,-47.0,-47.0,-53.0,-53.0,-42.0,BB,True,AA,False
e6:53:5c:2a:e8:e2,-61.5,-61.9,-52.9,-53.5,-46.9,-48.3,-33.8,-43.7,-49.5,-48.5,BA,True,AB,True
4a:ff:61:0a:f6:20,-52.0,-53.9,-53.8,-54.0,-54.9,-53.0,-54.5,-53.3,-53.1,-53.5,AB,True,BB,True
e6:53:5c:2a:e8:e2,-51.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,-54.0,BA,True,AB,False
04:b1:67:ac:8d:65,-52.0,-52.4,-52.9,-52.9,-52.2,-49.3,-48.9,-49.8,-49.8,-50.2,BB,True,BA,True
76:64:61:f6:e6:14,-43.3,-55.9,-49.3,-53.0,-57.5,-45.0,-48.1,-30.6,-37.9,-56.4,AA,False,,True
76:64:61:f6:e6:14,-59.5,-51.1,-58.2,-49.5,-54.8,-48.1,-54.7,-53.5,-34.5,-41.8,AA,False,,True
04:b1:67:ac:8d:65,-36.6,-47.4,-46.3,-38.8,-40.3,-38.4,-38.6,-38.9,-37.7,-39.0,AB,True,BB,True
e6:53:5c:2a:e8:e2,-32.4,-30.9,-47.7,-53.0,-61.8,-47.4,-41.8,-41.8,-60.1,-43.1,AB,True,BB,True
76:64:61:f6:e6:14,-44.1,-47.9,-45.2,-37.4,-48.6,-46.5,-48.6,-50.9,-50.7,-63.9,BA,True,BB,True
04:b1:67:ac:8d:65,-54.0,-54.1,-54.2,-55.6,-54.0,-53.9,-53.4,-53.6,-53.0,-55.6,BB,True,BA,True
4a:ff:61:0a:f6:20,-52.9,-52.2,-53.7,-51.8,-53.8,-53.1,-52.5,-53.4,-52.4,-53.3,BB,True,BA,True
ea:51:ae:7f:62:fa,-43.0,-35.5,-39.3,-41.7,-50.1,-46.9,-48.4,-50.8,-55.5,-52.2,AA,True,BB,True
e6:53:5c:2a:e8:e2,-49.7,-34.2,-32.7,-29.0,-26.7,-40.8,-40.0,-38.7,-48.9,-52.7,AB,False,,True
76:64:61:f6:e6:14,-44.3,-44.0,-42.8,-43.2,-44.7,-45.0,-41.9,-43.0,-42.4,-44.4,BB,True,AB,True
e6:53:5c:2a:e8:e2,-35.6,-31.3,-37.7,-36.4,-51.7,-44.3,-54.3,-58.8,-52.5,-52.5,AA,False,,True
76:64:61:f6:e6:14,-51.3,-50.7,-50.6,-28.2,-35.8,-46.6,-42.8,-31.0,-27.0,-58.6,AA,False,,True
2e:ad:62:53:35:66,-55.0,-47.0,-44.0,-44.0,-46.0,-42.0,-34.0,-48.0,-52.0,-53.0,BA,True,AA,False
76:64:61:f6:e6:14,-42.6,-41.1,-43.9,-51.2,-60.9,-53.4,-49.6,-44.9,-50.5,-42.9,AB,True,BA,True
e6:53:5c:2a:e8:e2,-61.0,-57.0,-59.0,-53.0,-56.0,-53.0,-56.0,-50.0,-53.0,-51.0,BB,True,BA,True
2e:ad:62:53:35:66,-67.3,-57.4,-57.4,-49.3,-57.4,-57.4,-61.0,-46.7,-64.7,-56.6,BB,True,AB,True
e6:53:5c:2a:e8:e2,-42.5,-41.5,-42.1,-42.2,-42.4,-42.0,-42.2,-41.7,-41.5,-42.0,BB,True,BA,True
04:b1:67:ac:8d:65,-46.3,-46.3,-46.3,-46.3,-47.4,-46.8,-46.8,-46.8,-47.0,-47.0,BB,True,BA,True
e6:53:5c:2a:e8:e2,-55.5,-51.6,-55.4,-52.8,-50.4,-63.8,-59.5,-55.9,-59.5,-54.7,BB,True,AA,True
e6:53:5c:2a:e8:e2,-60.5,-52.0,-57.9,-57.1,-59.0,-55.5,-59.0,-53.9,-51.5,-57.6,BB,True,BA,True
04:b1:67:ac:8d:65,-50.6,-50.2,-51.3,-51.9,-48.1,-48.1,-47.5,-47.6,-47.2,-49.6,BB,True,AA,True
e6:53:5c:2a:e8:e2,-55.3,-54.8,-51.7,-53.3,-55.2,-56.9,-56.5,-49.4,-45.8,-44.6,BB,False,,True
76:64:61:f6:e6:14,-42.0,-39.0,-39.0,-45.0,-50.0,-51.0,-61.0,-60.0,-53.0,-49.0,AB,True,AA,False
04:b1:67:ac:8d:65,-33.8,-36.9,-36.9,-50.8,-55.4,-55.4,-50.0,-56.9,-51.5,-51.5,AB,True,BB,True
04:b1:67:ac:8d:65,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-45.0,-59.0,BB,True,BA,False
e6:53:5c:2a:e8:e2,-44.0,-51.0,-53.0,-44.0,-56.0,-49.0,-48.0,-61.0,-53.0,-56.0,BB,True,BA,False
e6:53:5c:2a:e8:e2,-44.8,-39.5,-50.2,-38.3,-44.4,-42.9,-38.5,-39.1,-45.3,-48.8,BB,True,AA,True
ea:51:ae:7f:62:fa,-38.9,-37.9,-38.6,-38.0,-35.7,-55.3,-56.6,-56.2,-56.3,-55.9,AB,True,BA,True
2e:ad:62:53:35:66,-50.4,-49.5,-44.6,-46.5,-42.2,-42.6,-45.2,-38.8,-40.1,-43.3,AA,True,BB,True
56:ec:bd:68:73:0c,-49.4,-50.3,-47.9,-43.5,-47.0,-39.8,-56.2,-42.0,-55.6,-42.9,BA,True,AA,True
e6:53:5c:2a:e8:e2,-57.2,-56.1,-61.1,-57.8,-56.8,-51.8,-54.6,-58.2,-57.9,-53.8,BB,True,AA,True
76:64:61:f6:e6:14,-38.0,-39.0,-37.0,-46.0,-52.0,-61.0,-60.0,-57.0,-57.0,-55.0,AB,False,,True
